word,meaning,partOfSpeech,example,leapPart,leapNumber,tags
precious,①（時間や命などが）貴重な ②（宝石などが）高価な,形容詞,,Part2,758,
essential,①不可欠な ②（－s）不可欠なもの,形容詞,,Part2,759,
fundamental,①根本的な，基本的な ②（－s）基本事項,形容詞,,Part2,760,
critical,①重大な，危機的な状況の ②批判的な,形容詞,,Part2,761,
serious,①深刻な ②（人が）真剣な，本気の,形容詞,,Part2,762,
complex,①複雑な ②複合体（の建物） ③強迫観念,形容詞,,Part2,763,
complicated,複雑な,形容詞,,Part2,764,
delicate,①繊細な，微妙な ②（人が）虚弱な,形容詞,,Part2,765,
plain,①明白な，わかりやすい ②質素な ③平野，原野,形容詞,,Part2,766,
obvious,明白な,形容詞,,Part2,767,
remarkable,注目すべき，すばらしい,形容詞,,Part2,768,
outstanding,傑出した，目立った,形容詞,,Part2,769,
various,さまざまな,形容詞,,Part2,770,
diverse,多様な,形容詞,,Part2,771,
sort,①種（類） ②（副詞的に）（－ of）多少 ③～を分類する,名詞,,Part2,772,
fancy,①高級な ②〈英〉～が欲しい，～したい,形容詞,,Part2,773,
marvelous,驚くべき,形容詞,,Part2,774,
fabulous,①とても素敵な ②莫大な,形容詞,,Part2,775,
active,積極的な，活発な,形容詞,,Part2,776,
positive,①前向きな，積極的な ②確信している,形容詞,,Part2,777,
pure,①純粋な ②（水，空気が）澄んだ,形容詞,,Part2,778,
steady,着実な，一定の,形容詞,,Part2,779,
flexible,柔軟な，融通のきく,形容詞,,Part2,780,
ripe,熟した,形容詞,,Part2,781,
mature,①成熟した，熟成した ②成熟する，熟成する,形容詞,,Part2,782,
stable,①安定した ②馬小屋，きゅう舎,形容詞,,Part2,783,
negative,否定的な，否定の,形容詞,,Part2,784,
vague,曖昧な，漠然とした,形容詞,,Part2,785,
weird,変な,形容詞,,Part2,786,
rough,①（表面が）粗い ②おおざっぱな ③（海，天候などが）荒れている,形容詞,,Part2,787,
severe,①（天候，批判，罰則などが）厳しい ②（けが，問題などが）ひどい,形容詞,,Part2,788,
passive,受動的な，消極的な,形容詞,,Part2,789,
vain,①（in －）無駄に ②（努力などが）無駄な ③うぬぼれの強い,形容詞,,Part2,790,
fake,①偽の，偽造の ②偽造品,形容詞,,Part2,791,
risky,危険な，危うい,形容詞,,Part2,792,
absurd,ばかげた,形容詞,,Part2,793,
odd,①奇妙な ②奇数の ③半端な，雑多な ④〈英〉（the －s）可能性,形容詞,,Part2,794,
contrast,①対比 ②～を対比する ③対照をなす,名詞,,Part2,795,
valid,①（理由，主張などが）妥当な，正当な ②（切符などが）有効な,形容詞,,Part2,796,
available,①手に入る，利用できる ②（人の予定が）空いている,形容詞,,Part2,797,
casual,①気楽な ②ふとした，何気ない,形容詞,,Part2,798,
rare,珍しい,形容詞,,Part2,799,
practical,①（人，知識が）現実的な，実際の ②（発明，道具などが）実用的な，実践的な,形容詞,,Part2,800,
brand-new,新品の，真新しい,形容詞,,Part2,801,
rapid,①急速な ②（－s）急流,形容詞,,Part2,802,
urgent,緊急の，差し迫った,形容詞,,Part2,803,
sharp,①（変化，方向転換などが）急激な ②（言葉が）きつい ③（刃物，感覚，人などが）鋭い ④（時刻が）きっちりで,形容詞,,Part2,804,
calm,①落ち着いた ②落ち着く ③～を落ち着かせる,形容詞,,Part2,805,
shallow,①浅い ②（人，言動などが）浅はかな,形容詞,,Part2,806,
bare,①むき出しの ②最低限の,形容詞,,Part2,807,
naked,（人が）裸の，むき出しの,形容詞,,Part2,808,
independent,①独立した，無所属の ②無所属の人,形容詞,,Part2,809,
tense,①張り詰めた ②（人が）緊張した ③時制,形容詞,,Part2,810,
broad,幅広い,形容詞,,Part2,811,
narrow,①狭い ②～を狭くする，細める,形容詞,,Part2,812,
vacant,空いている，使用されていない,形容詞,,Part2,813,
vivid,①（記憶，描写などが）鮮明な ②（色が）鮮明な,形容詞,,Part2,814,
mutual,①（感情，行為が）相互の ②（友だち，趣味などが）共通の,形容詞,,Part2,815,
awkward,①ぎこちない ②気まずい ③扱いにくい,形容詞,,Part2,816,
objective,①客観的な ②目標,形容詞,,Part2,817,
manual,①手を使う，身体を使う ②手動の ③手引き書,形容詞,,Part2,818,
alike,①似ている ②（A and B －）（A もB も）同様に,形容詞,,Part2,819,
tend,（to do）～する傾向にある,自動詞,,Part2,820,
deserve,～に値する,他動詞,,Part2,821,
fragment,破片〈可算〉,名詞,,Part2,822,
ease,①簡単さ ②（痛み，心配など）を和らげる，楽にする,名詞,,Part2,823,
range,①範囲 ②（from A to B）（A からB の）範囲に及ぶ,名詞,,Part2,824,
scale,①規模 ②（－s）体重計 ③うろこ,名詞,,Part2,825,
unique,①（to ～）（～に）特有の，独自の ②独特の,形容詞,,Part2,826,
particular,①ある特定の，特有の ②（about ～）（～の）好みがうるさい ③（in －）特に（＝particularly）,形容詞,,Part2,827,
general,①一般的な，全体の ②大将，将軍,形容詞,,Part2,828,
ordinary,平凡な，ふつうの,形容詞,,Part2,829,
typical,典型的な,形容詞,,Part2,830,
account,（for ～）①（割合を）占める ②（～の原因を）説明する ③説明 ④口座,自動詞,,Part2,831,
calculate,～を計算する,他動詞,,Part2,832,
measure,①～を測る ②～の寸法がある ③（－s）手段,他動詞,,Part2,833,
split,①～を割る ②～を分裂させる ③分裂する ④分裂，裂け目，割れ目,他動詞,,Part2,834,
volume,①容積，体積 ②ボリューム，音量 ③（全集などの）1巻,名詞,,Part2,835,
proportion,①比率 ②部分 ③（－s）規模，大きさ,名詞,,Part2,836,
dozen,①ダース ②（－s of ～）数十の～,名詞,,Part2,837,
amount,①量 （to ～）②（合計が）～に達する ③結局～になる,名詞,,Part2,838,
mass,①大量 ②（the －es）大衆 ③かたまり ④質量 ⑤（M－）ミサ,名詞,,Part2,839,
shortage,不足〈可算〉,名詞,,Part2,840,
enormous,莫大な，巨大な,形容詞,,Part2,841,
spare,①余分な，予備の ②（時間やお金，労力）を割く ③～を惜しむ,形容詞,,Part2,842,
arrange,①～を手配する ②～を整理する,他動詞,,Part2,843,
adapt,①適応する ②～を適応させる,自動詞,,Part2,844,
match,①～と調和する ②～に匹敵する ③釣り合う人［物］，好敵手,他動詞,,Part2,845,
fit,①（サイズが人）に合う ②健康な ③（to do）（～するのに）適した,他動詞,,Part2,846,
emergency,①緊急事態 ②（形容詞的に）緊急の,名詞,,Part2,847,
occasion,①場合 ②行事，祝い事,名詞,,Part2,848,
circumstance,（通例 －s）状況，事情,名詞,,Part2,849,
incident,（主に不快な）出来事,名詞,,Part2,850,
current,①最新の，今の ②流通して ③流れ，風潮,形容詞,,Part2,851,
temporary,一時的な,形容詞,,Part2,852,
permanent,永久的な,形容詞,,Part2,853,
previous,（時間，順序で）前の，以前の,形容詞,,Part2,854,
former,①（the －）前者 ②前任の,名詞,,Part2,855,
annual,①年に1度の ②1年間の,形容詞,,Part2,856,
contemporary,①現代の ②同時代の ③同時代の人,形容詞,,Part2,857,
lately,最近,副詞,,Part2,858,
immediately,すぐに,副詞,,Part2,859,
supply,①～を供給する ②供給,他動詞,,Part2,860,
replace,①～に取って代わる ②（A with B）（A）を（B に）取り替える,他動詞,,Part2,861,
exchange,①～を交換する ②交換,他動詞,,Part2,862,
substitute,①（A for B） （B の）代わりに（A）を用いる ②（for ～）（～の）代わりになる，代わりをする ③代わりの ④（for ～）（～の）代用品，代理人,他動詞,,Part2,863,
submit,①（願書，辞表など）を提出する ②（to ～）（～に）服従する,他動詞,,Part2,864,
alternative,①（to ～）（～の）代わりのもの ②選択肢 ③代わりの,名詞,,Part2,865,
deliver,①～を配達する ②（演説など）をする,他動詞,,Part2,866,
enclose,①～を同封する ②～を囲む，閉じ込める,他動詞,,Part2,867,
envelope,封筒,名詞,,Part2,868,
trick,①（悪意のない）いたずら ②（巧妙な）手口，策略 ③芸，手品 ④（of ～）秘けつ ⑤～をだます,名詞,,Part2,869,
load,①荷（物）〈可算〉 ②（A with B）（A）に（B を）積む,名詞,,Part2,870,
content,①中身，内容 ②（with ～）（～に）満足して,名詞,,Part2,871,
routine,①日課，決まり切った仕事 ②日課の,名詞,,Part2,872,
household,①（集合的に）所帯，家庭〈可算〉 ②家庭の,名詞,,Part2,873,
good,①（－s）商品 ②利益 ③（a － many ～）かなりの,名詞,,Part2,874,
luxury,①高級（品），ぜいたく品 ②（形容詞的に）豪華な，ぜいたくな,名詞,,Part2,875,
credit,①（－ card）クレジットカード ②功績，手柄 ③（大学の）単位 ④～の功績を認める,名詞,,Part2,876,
questionnaire,アンケート,名詞,,Part2,877,
reservation,①予約 ②慎重な姿勢,名詞,,Part2,878,
applause,拍手〈不可算〉,名詞,,Part2,879,
fuss,大騒ぎ,名詞,,Part2,880,
reward,①報酬，褒美 ，懸賞金 ②～に褒美を与える，報いる,名詞,,Part2,881,
farewell,別れ（のあいさつ）,名詞,,Part2,882,
reception,①もてなし，歓迎会 ②（ホテルの）フロント ③受信状況,名詞,,Part2,883,
hospitality,もてなし，歓迎,名詞,,Part2,884,
portion,①（食事の）1盛り ②（食堂などでの）1人前 ③一部,名詞,,Part2,885,
laundry,①〈米〉洗濯 ②〈米〉洗濯物 ③クリーニング店（＝a cleaner's）,名詞,,Part2,886,
stain,①シミ，汚れ ②～にシミをつける，～を汚す,名詞,,Part2,887,
dye,①～を染める ②染料,他動詞,,Part2,888,
outlet,①（電気の）コンセント ②（販売）店 ③（感情などの）はけ口,名詞,,Part2,889,
nap,①昼寝，仮眠 ②昼寝をする，仮眠をとる,名詞,,Part2,890,
wake,①目が覚める ②（眠っている人）を起こす,自動詞,,Part2,891,
vending machine,自動販売機,名詞,,Part2,892,
grocery,①食料雑貨店 ②（-ies）食料雑貨類,名詞,,Part2,893,
appointment,①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名,名詞,,Part2,894,
consult,①～に相談する ②（辞書）を引く ③（with ～）（～に）相談する,他動詞,,Part2,895,
register,①～を登録する，記録する ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する ④登録（票），登録簿,他動詞,,Part2,896,
subscribe,①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する,自動詞,,Part2,897,
guarantee,①～を保証する ②保証（期間）,他動詞,,Part2,898,
wipe,①～を拭く ②～を一掃する，壊滅させる,他動詞,,Part2,899,
sweep,①（床，地面）を掃く ②（風，波などが）～を押し流す,他動詞,,Part2,900,
transfer,①（電車などを）乗り換える ②転勤［転校，移籍］する ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む,自動詞,,Part2,901,
divorce,①離婚する ②～と離婚する ③離婚,自動詞,,Part2,902,
fate,運命，宿命,名詞,,Part2,903,
destiny,運命,名詞,,Part2,904,
flavor,風味，味〈可算〉,名詞,,Part2,905,
perfume,①香り ②香水,名詞,,Part2,906,
ingredient,①（料理などの）材料 ②（何かを達成するための）要因 ③成分,名詞,,Part2,907,
tender,①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い,形容詞,,Part2,908,
bitter,①苦い，つらい ②憤慨して,形容詞,,Part2,909,
aisle,通路,名詞,,Part2,910,
track,①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する,名詞,,Part2,911,
district,地区,名詞,,Part2,912,
facility,①施設，設備 ②能力，器用さ,名詞,,Part2,913,
basement,地下（室）,名詞,,Part2,914,
height,①高さ ②高い所 ③最盛期,名詞,,Part2,915,
distant,遠い,形容詞,,Part2,916,
remote,①（地理的に）へんぴな ②（時間，関係などが）遠い,形容詞,,Part2,917,
locate,①（be －d）～に位置している，ある ②～の場所を見つける,他動詞,,Part2,918,
occupy,～を占める,他動詞,,Part2,919,
surround,～を取り囲む，包囲する,他動詞,,Part2,920,
classical,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,形容詞,,Part2,921,
civilization,文明,名詞,,Part2,922,
heritage,遺産〈不可算〉,名詞,,Part2,923,
script,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,名詞,,Part2,924,
tale,話,名詞,,Part2,925,
literature,①文学 ②文献 （①②ともに〈不可算〉）,名詞,,Part2,926,
tragedy,悲劇〈可算〉,名詞,,Part2,927,
poetry,詩〈不可算〉,名詞,,Part2,928,
biography,伝記,名詞,,Part2,929,
term,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（－s）（契約などの）条件,名詞,,Part2,930,
proverb,ことわざ,名詞,,Part2,931,
fluent,流暢な,形容詞,,Part2,932,
translate,①～を翻訳する ②（into ～）（結果として）～に変わる,他動詞,,Part2,933,
define,①～を定義する ②～を規定する,他動詞,,Part2,934,
interpret,①～を解釈する ②～を通訳する ③通訳する,他動詞,,Part2,935,
quote,①～を引用する ② ～に価格を提示する,他動詞,,Part2,936,
literally,文字どおりに,副詞,,Part2,937,
indicate,①（データなどが）～を示す ②～を指し示す,他動詞,,Part2,938,
reveal,～を明らかにする，暴露する,他動詞,,Part2,939,
announce,～を発表する,他動詞,,Part2,940,
broadcast,①～を放送する ②（ 1 回の）放送,他動詞,,Part2,941,
prove,①～を証明する ②（to be ～）～だとわかる,他動詞,,Part2,942,
advertise,～を宣伝する,他動詞,,Part2,943,
seek,①～を求める ②（to do）～しようと努める,他動詞,,Part2,944,
entertain,①～を楽しませる ② ～をもてなす,他動詞,,Part2,945,
amuse,～を楽しませる,他動詞,,Part2,946,
attract,～を引きつける，魅了する,他動詞,,Part2,947,
fascinate,～を魅了する，～にとても興味をもたせる,他動詞,,Part2,948,
absorb,①（be －ed in ～）～に没頭する ②～を吸収する,他動詞,,Part2,949,
fond,①好きで ② 懐かしい,形容詞,,Part2,950,
scare,～をおびえさせる,他動詞,,Part2,951,
alarm,①～をぎょっとさせる ② 恐怖，不安,他動詞,,Part2,952,
amaze,～を驚かせる,他動詞,,Part2,953,
irritate,（長期にわたって）～をいらいらさせる,他動詞,,Part2,954,
puzzle,①～を当惑させる ②難問，パズル,他動詞,,Part2,955,
confuse,① ～を混乱させる，困惑させる ②（A with［and］ B） （A）を（Bと）混同する,他動詞,,Part2,956,
bore,～をうんざりさせる，退屈させる,他動詞,,Part2,957,
frustrate,① ～を欲求不満にさせる ②（計画など）を挫折させる,他動詞,,Part2,958,
disappoint,～を失望させる,他動詞,,Part2,959,
embarrass,～に恥ずかしい思いをさせる，困惑させる,他動詞,,Part2,960,
ashamed,恥ずかしい,形容詞,,Part2,961,
uneasy,不安な，胸騒ぎがする,形容詞,,Part2,962,
hesitate,ためらう,自動詞,,Part2,963,
reluctant,（to do）（～するのは）気が進まない,形容詞,,Part2,964,
tremble,震える,自動詞,,Part2,965,
boast,①自慢する ②（場所や組織が）～を誇りにしている,自動詞,,Part2,966,
jealous,（of ～）（～に）嫉妬した,形容詞,,Part2,967,
envy,①～を羨ましく思う ② 羨望,他動詞,,Part2,968,
yell,①叫ぶ，大声をあげる ②叫び，わめき声,自動詞,,Part2,969,
respect,①（人）を尊敬する ②（物）を尊重する ③（for ～）（～に対する）尊敬，尊重 ④（in －）点,他動詞,,Part2,970,
despair,絶望,名詞,,Part2,971,
emotion,（特に強い）感情〈可算〉,名詞,,Part2,972,
sympathy,①同情 ② 共感,名詞,,Part2,973,
shame,①残念なこと ②恥,名詞,,Part2,974,
ambition,（強い）願望，野望,名詞,,Part2,975,
confidence,①自信 ②（in ～）（～に対する）信頼,名詞,,Part2,976,
courage,勇気,名詞,,Part2,977,
ignore,（人，物）を無視する,他動詞,,Part2,978,
owe,（A to B） ①（A）は（B の）おかげだ ②（A）を（B に）借りている,他動詞,,Part2,979,
fear,①恐怖 ② ～を恐れる ③ ～を心配する,名詞,,Part2,980,
method,方法,名詞,,Part2,981,
medium,①（情報伝達）手段，媒体，メディア ② 中間の,名詞,,Part2,982,
means,①手段〈単複同形〉 ②（特定な表現で）財産，収入,名詞,,Part2,983,
extent,程度,名詞,,Part2,984,
extremely,極度に，非常に,副詞,,Part2,985,
total,①全体の ②（a －）まったくの ③合計,形容詞,,Part2,986,
largely,①大部分は ②主に,副詞,,Part2,987,
moderate,適度な，節度のある,形容詞,,Part2,988,
somewhat,いくぶん,副詞,,Part2,989,
subtle,かすかな,形容詞,,Part2,990,
possibly,①ひょっとすると ②（cannot －）どうしても（～できない）,副詞,,Part2,991,
eventually,最終的に，ついに,副詞,,Part2,992,
necessarily,（not －）必ずしも（～ない）,副詞,,Part2,993,
frankly,率直に,副詞,,Part2,994,
ironically,皮肉なことに,副詞,,Part2,995,
moreover,その上,副詞,,Part2,996,
otherwise,①さもなければ ② ほかの点では ③ ほかの方法で,副詞,,Part2,997,
regardless,（of ～）（～とは）無関係に,副詞,,Part2,998,
worth,①～の価値がある ②（－ doing）（～する）価値がある ③ 価値，（～）相当,前置詞,,Part2,999,
according to,①（調査，人の話など）によれば ②（能力など）に応じて,前置詞,,Part2,1000,
propose,①～を提案する ②（to ～）（～に）結婚を申し込む,他動詞,,Part3,1001,
demand,①～を（強く）要求する ②（for ～）（～への）要求，需要,他動詞,,Part3,1002,
desire,①願望 ②～を強く望む,名詞,,Part3,1003,
dismiss,①（意見や考えなど）を退ける ②～を解雇する,他動詞,,Part3,1004,
bless,～を祝福する,他動詞,,Part3,1005,
glory,栄光,名詞,,Part3,1006,
compliment,①褒め言葉，賛辞 ②～を褒める,名詞,,Part3,1007,
feast,①宴会，祝宴 ②とても楽しいこと，喜ばせるもの,名詞,,Part3,1008,
declare,①～を宣言する ②（税関や税務署で）～を申告する,他動詞,,Part3,1009,
demonstrate,～を（はっきり）示す，実演する,他動詞,,Part3,1010,
highlight,①～を強調する ②呼び物，目玉商品，ハイライト,他動詞,,Part3,1011,
imply,（暗に）～を意味する，ほのめかす,他動詞,,Part3,1012,
recite,～を暗唱する,他動詞,,Part3,1013,
ray,①光線 ②放射線 ③（a － of）一縷の，わずかな,名詞,,Part3,1014,
radiation,放射線,名詞,,Part3,1015,
laboratory,研究室，研究所,名詞,,Part3,1016,
oxygen,酸素,名詞,,Part3,1017,
molecule,分子,名詞,,Part3,1018,
compound,①化合物 ②複合的な,名詞,,Part3,1019,
tissue,①組織 ②ティッシュペーパー,名詞,,Part3,1020,
cell,①細胞 ②電池 ③独房 （①②③いずれも〈可算〉),名詞,,Part3,1021,
gene,遺伝子〈可算〉,名詞,,Part3,1022,
solid,①固体の ②ぎっしり詰まった ③固体,形容詞,,Part3,1023,
satellite,①（月などの）衛星 ②人工衛星,名詞,,Part3,1024,
orbit,①軌道 ②（惑星などが）～を周回する,名詞,,Part3,1025,
launch,①（ロケットなど）を打ち上げる ②（運動，事業など）を始める ③打ち上げ，開始，発売,他動詞,,Part3,1026,
attempt,①試み ②（to do）（～しようと）試みる,名詞,,Part3,1027,
capacity,①能力 ②容量，収容力,名詞,,Part3,1028,
capable,①（of ～）（～する）力がある ②有能な,形容詞,,Part3,1029,
attain,①（人が主語）～を達成する ②（物，人が主語）～に到達する,他動詞,,Part3,1030,
desperate,①必死の ②（状況が）絶望的な,形容詞,,Part3,1031,
struggle,①苦闘する，もがく ②苦闘，もがくこと〈可算〉,自動詞,,Part3,1032,
dedicate,（A to B）（A）を（B に）ささげる,他動詞,,Part3,1033,
pain,①苦痛 ②（－s）苦労,名詞,,Part3,1034,
strain,①（心身の）負担，無理 ②（目や筋肉など）を痛める,名詞,,Part3,1035,
remedy,①治療法，治療薬 ②改善策，対策（① ② いずれも〈可算〉）,名詞,,Part3,1036,
fatigue,（ひどい）疲労〈不可算〉,名詞,,Part3,1037,
obesity,（病的な）肥満,名詞,,Part3,1038,
nursing,看護,名詞,,Part3,1039,
terminal,①（病気が）末期の ②終着［始発］駅（の建物），ターミナルビル,形容詞,,Part3,1040,
pregnant,妊娠した,形容詞,,Part3,1041,
heal,①～を治す ②治る,他動詞,,Part3,1042,
ankle,足首,名詞,,Part3,1043,
thumb,親指,名詞,,Part3,1044,
forehead,額，おでこ,名詞,,Part3,1045,
chin,下あご，あごの先端,名詞,,Part3,1046,
chest,①胸（部） ②（大きな木の）箱，密閉容器,名詞,,Part3,1047,
breast,（主に女性の）胸，乳房,名詞,,Part3,1048,
lung,肺〈可算〉,名詞,,Part3,1049,
organ,①臓器，（動植物の）器官 ②（楽器）オルガン,名詞,,Part3,1050,
vision,①視力，視野 ②未来像 ③未来を見通す力，先見の明,名詞,,Part3,1051,
skeleton,がい骨，骨格,名詞,,Part3,1052,
sensation,①感覚 ②（説明し難い）感情,名詞,,Part3,1053,
code,①（服装などの）規定 ②暗号,名詞,,Part3,1054,
agenda,議題，協議事項,名詞,,Part3,1055,
gender,性，性別,名詞,,Part3,1056,
liberty,自由,名詞,,Part3,1057,
humanity,①（集合的に）人類 ②（the －ies）人文科学 ③人間性,名詞,,Part3,1058,
mankind,（集合的に）人類,名詞,,Part3,1059,
authority,①権威 ②権力 ③（－ies）当局,名詞,,Part3,1060,
justice,正義,名詞,,Part3,1061,
insurance,保険〈不可算〉,名詞,,Part3,1062,
hardship,（主に経済的）苦難,名詞,,Part3,1063,
poverty,貧困〈不可算〉,名詞,,Part3,1064,
chaos,大混乱，混沌〈不可算〉,名詞,,Part3,1065,
isolation,孤立，分離，孤独感,名詞,,Part3,1066,
interaction,① 交流，やりとり ②相互作用,名詞,,Part3,1067,
region,地域,名詞,,Part3,1068,
proof,①証拠，証明〈不可算〉 ②（複合語で）～を防ぐ，～に耐える,名詞,,Part3,1069,
principle,①原理，原則 ②主義，信念,名詞,,Part3,1070,
origin,起源,名詞,,Part3,1071,
setting,①環境，状況 ②（小説，劇，機械などの）設定，舞台,名詞,,Part3,1072,
monument,記念碑，遺跡，史跡,名詞,,Part3,1073,
mission,①任務，使命 ②使節団 ③（主にキリスト教の）布教（団）,名詞,,Part3,1074,
project,①計画，企画 ②（予算など）を見積もる ③～を投影する,名詞,,Part3,1075,
revolution,革命,名詞,,Part3,1076,
pension,年金〈可算〉,名詞,,Part3,1077,
found,～を創立する,他動詞,,Part3,1078,
contract,①契約 ②～を契約する ③（病気）に感染する,名詞,,Part3,1079,
negotiate,①（with ～）（～と）交渉する ②（交渉の上で，条件など）を取り決める,自動詞,,Part3,1080,
cooperate,（with ～）（～と）協力する，（in ～）（～を）協力する,自動詞,,Part3,1081,
restore,①（治安など）を回復する ②（古い建物，絵など）を修復する,他動詞,,Part3,1082,
conservative,保守的な,形容詞,,Part3,1083,
affair,①（－s）情勢 ②（スキャンダラスな）事件 ③ 情事，浮気,名詞,,Part3,1084,
agency,①（政府）機関 ②代理店,名詞,,Part3,1085,
council,議会,名詞,,Part3,1086,
kingdom,①王国 ②（the ～ kingdom）～界，社会,名詞,,Part3,1087,
republic,共和国,名詞,,Part3,1088,
empire,帝国,名詞,,Part3,1089,
security,①（国家などの）安全 ②防犯，防衛,名詞,,Part3,1090,
aid,援助，救援物資〈不可算〉,名詞,,Part3,1091,
reform,改革,名詞,,Part3,1092,
mayor,市長,名詞,,Part3,1093,
minister,①大臣 ②牧師,名詞,,Part3,1094,
poll,①（政治関連の）世論調査 ②投票 ③（得票）を得る,名詞,,Part3,1095,
fortune,①財産 ②運,名詞,,Part3,1096,
property,①（主に集合的）財産，資産 ②（建物を含む）所有地 ③（物質の）特性,名詞,,Part3,1097,
fund,①（－s）資金 ②基金 ③～に資金を出す,名詞,,Part3,1098,
stock,①株（式） ②在庫品，蓄え,名詞,,Part3,1099,
bankrupt,倒産した，破産した,形容詞,,Part3,1100,
labor,①労働 ②（集合的に）労働者 ③努力，陣痛,名詞,,Part3,1101,
overwork,①働きすぎる ②～を働かせすぎる，酷使する ③過労,自動詞,,Part3,1102,
firm,①会社 ②（土台，信念などが）固い ③（体が）引き締まった,名詞,,Part3,1103,
union,①労働組合 ②合併 ③連邦,名詞,,Part3,1104,
administration,①経営，運営 ②行政 ③政権 （①②は〈不可算〉）,名詞,,Part3,1105,
secretary,①秘書 ②（米国の各省の）長官，事務局長,名詞,,Part3,1106,
editor,（新聞，雑誌などの）編集長，（書籍の）編集者,名詞,,Part3,1107,
client,①依頼人 ②（サービス業の）取引先,名詞,,Part3,1108,
colleague,（from ～）（～の）同僚,名詞,,Part3,1109,
basis,①基礎，根拠 ②（on a ～ basis）（～を）基準（として）,名詞,,Part3,1110,
element,①（最も重要な）要素，（化学の）元素 ②（the －s）自然の力，悪天候 ③（an － of ～）少しの～,名詞,,Part3,1111,
constitute,①（主語が複数）～を構成する ②（主語が単数）～である,他動詞,,Part3,1112,
unify,～を統一する,他動詞,,Part3,1113,
unite,①団結する ②～を団結させる,自動詞,,Part3,1114,
combine,①（A with B） （A）を（B と）結びつける，同時に行う ②結びつく,他動詞,,Part3,1115,
murder,①殺人 ②（形容詞的に）殺人の ③（計画的に）～を殺す,名詞,,Part3,1116,
arrest,①～を逮捕する ②逮捕,他動詞,,Part3,1117,
prison,刑務所,名詞,,Part3,1118,
vice,①（売春，麻薬などの）犯罪〈不可算〉 ②悪徳 ③ 副～,名詞,,Part3,1119,
witness,①目撃者，証人 ② 証言 ③～を目撃する,名詞,,Part3,1120,
conflict,①対立，紛争 ②葛藤 ③（with ～）（～と）矛盾する,名詞,,Part3,1121,
bullet,弾丸,名詞,,Part3,1122,
wound,①傷 ②～を傷つける,名詞,,Part3,1123,
triumph,①勝利 ②勝利する,名詞,,Part3,1124,
military,軍事的な,形容詞,,Part3,1125,
strategy,戦略,名詞,,Part3,1126,
conquer,①（国や地域）を征服する ②（病気や恐怖など）を克服する,他動詞,,Part3,1127,
defend,（A from B）（B からA）を守る,他動詞,,Part3,1128,
quarrel,①（with ～）（～と）口論する ②口論,自動詞,,Part3,1129,
rob,①（銀行など）を襲う ②（A of B）（A）から（B を）奪う,他動詞,,Part3,1130,
deprive,（A of B） （A）から（B を）奪う,他動詞,,Part3,1131,
devastate,①（町など）を壊滅させる ②（人）を打ちのめす,他動詞,,Part3,1132,
hazard,危険（になり得るもの）,名詞,,Part3,1133,
orphan,孤児,名詞,,Part3,1134,
infant,（主に歩く前の）幼児,名詞,,Part3,1135,
slave,①奴隷 ②（to ～）（比喩的に）（～の）奴隷,名詞,,Part3,1136,
acquaintance,①知人 ②面識，（ちょっとした）知識,名詞,,Part3,1137,
merchant,商人,名詞,,Part3,1138,
resident,①住人，居住者 ②滞在者 ③住んでいる,名詞,,Part3,1139,
crew,①（集合的に）乗組員 ②（取材などの）チーム,名詞,,Part3,1140,
commute,①通勤する ②通勤,自動詞,,Part3,1141,
chase,①～を追いかける ②追跡,他動詞,,Part3,1142,
overtake,～を追い越す,他動詞,,Part3,1143,
fade,（色，記憶などが）薄れる,自動詞,,Part3,1144,
dissolve,①溶ける ②～を溶かす ③（議会など）を解散する,自動詞,,Part3,1145,
float,①浮かぶ ②～を浮かべる,自動詞,,Part3,1146,
sink,①沈む ②～を沈める ③（台所の）流し,自動詞,,Part3,1147,
fluctuate,（数値，物価が）変動する,自動詞,,Part3,1148,
circulate,①循環する，流布する ②～を循環させる,自動詞,,Part3,1149,
transform,①～を（大幅に）変える ②（大幅に）変形する，変身する,他動詞,,Part3,1150,
shift,①（考え方の）転換 ②（勤務の）交替,名詞,,Part3,1151,
modify,～を修正する,他動詞,,Part3,1152,
revise,（制度，予測，論文など）を修正する，改正する,他動詞,,Part3,1153,
vehicle,①（エンジンの付いた）車両 ②（思想，意見の）伝達手段,名詞,,Part3,1154,
voyage,航海，船旅,名詞,,Part3,1155,
confirm,①～を確認する ②～を裏付ける,他動詞,,Part3,1156,
ensure,～を確実にする,他動詞,,Part3,1157,
address,①～に取り組む ②～に呼びかける ③演説 ④住所,他動詞,,Part3,1158,
approach,①（to ～）（～への）取り組み方，接近 ②～に取り組む，接近する,名詞,,Part3,1159,
resolve,①～を解決する ②（to do）（～する）決心をする,他動詞,,Part3,1160,
